IATA,ICAO,Name,Country,Active
,XSS,Aero Express Intercontinental,Mexico,N
,XTJ,Advance Aviation Services,United States,N
,TLR,Air Libya Tibesti,Libya,N
,OVC,Aerovic,Ecuador,N
,RVE,Airventure,Belgium,N
,RVI,Aero Servicios,Mexico,N
,RVL,Airvallee,Italy,N
,OVE,Aeromover,Mexico,N
,OVI,Aerovias Ejecutivas,Mexico,N
,PTD,Aero Servicio Pity,Mexico,N
,PTE,Aero Copter,Mexico,N
FV,SDM,Rossiya-Russian Airlines,Russia,Y
,PLL,Air Pal,Spain,N
,PLM,Air Pullmantur,Spain,N
RX,AEH,Aviaexpress,Hungary,N
,PSG,Aviones Para Servirle,Mexico,N
,SLU,Avio Sluzba,Serbia,N
,SCU,Air Scorpio,Bulgaria,N
,SIP,Air Spirit,United States,N
,BMV,Alatau Airlines,Kazakhstan,N
,GUG,Aviateca,Guatemala,N
,PXX,Aroostook Aviation,United States,N
,PYC,Aeropycsa,Mexico,N
,PVK,Association of Private Pilots of Kazakhstan,Kazakhstan,N
,BAH,The Amiri Flight,Bahrain,N
,BAS,Aero Services,Barbados,N
,BBE,Ababeel Aviation,Sudan,N
,BBT,Air Bashkortostan,Russia,N
,MCY,Ambulance Air Africa,South Africa,N
MQ,EGF,American Eagle Airlines,United States,Y
,PUE,Aeropuelche,Chile,N
,PUT,Aeroput,Serbia,N
,AZI,Azzurra Air,Italy,N
FF,,Airshop,Netherlands,N
ML,,African Transport Trading and Investment Company,Sudan,N
,VUE,AD Aviation,United Kingdom,Y
,XCT,Aero Costa Taxi Aereo,Mexico,N
,VRO,Aerovitro,Mexico,N
,VRI,Aerotaxi Villa Rica,Mexico,N
,VEG,Aerovega,Mexico,N
,VVG,Aerovilla,Colombia,N
,VLR,Aerolineas Villaverde,Mexico,N
,WIL,Aero Air,United States,N
,VEJ,Aero Ejecutivos,Venezuela,N
,WAB,Aero Industries Inc,United States,N
,VNG,Aero Servicios Vanguardia,Mexico,N
,VAD,Aero Taxi Los Valles,Spain,N
,VMR,Aero Vilamoura,Portugal,N
,VLS,Aero Virel,Mexico,N
,XAA,Aeronautical Radio Inc,United States,N
,VUO,Aerovuelox,Mexico,N
,VTM,Aeronaves TSM,Mexico,N
VU,VUN,Air Ivoire,Ivory Coast,Y
BP,BOT,Air Botswana,Botswana,Y
,XPR,Air-Rep,United States,N
,XLL,Air Excel,Tanzania,N
,VAE,Air Evans,Spain,N
,WHY,Air Sorel,Canada,N
,WDR,Air Net Private Charter,United States,N
,XEC,Air Executive Charter,Germany,N
GS,UPA,Air Foyle,United Kingdom,Y
,VTY,Air Midwest,Nigeria,N
VT,VTA,Air Tahiti,French Polynesia,Y
3N,URG,Air Urga,Ukraine,N
,VDR,Air Vardar,Macedonia,N
VL,VIM,Air VIA,Bulgaria,Y
,WLR,Air Walser,Italy,N
,URA,Aircompany Rosavia,Ukraine,N
,XLB,Aircraft Performance Group,United States,N
,WLA,Airwaves Airlink,Zambia,N
,XFX,Airways Corporation of New Zealand,New Zealand,N
,WAY,Airways,France,N
,WGS,Airwings oy,Finland,N
,XAK,Airkenya,Kenya,N
,WPK,Air-Lift Associates,United States,N
,VAB,Airtrans Ltd,Russia,N
,URP,ARP 410 Airlines,Ukraine,N
,WPR,Auckland Regional Rescue Helicopter Trust,New Zealand,N
,URR,Aurora Airlines,Slovenia,N
,UST,Austro Aereo,Ecuador,N
,WLT,Aviation Partners,United States,N
,VLV,Avialift Vladivostok,Russia,N
,VME,Aviacion Comercial de America,Mexico,N
,VVA,Aviast Air,Russia,N
,WLV,Aviation North,United States,N
FK,WTA,Africa West,Togo,Y
,VNT,Avient Air Zambia,Zambia,N
,VZR,Aviazur,France,N
,VID,Aviaprad,Russia,N
G2,VXG,Avirex,Gabon,N
,VXX,Aviaexpress Aircompany,Ukraine,N
,XAM,AMR Services Corporation,United States,N
,XAO,Airline Operations Services,United States,N
,VAZ,Airlines 400,Russia,N
V8,VAS,ATRAN Cargo Airlines,Russian Federation,Y
,VAM,Ameravia,Uruguay,N
,VAV,Angkor Air,Cambodia,N
,VBC,AVB-2004 Ltd,Bulgaria,N
,XKX,ASECNA,France,N
,XAT,AT and T Aviation Division,United States,N
,VAI,Avalair,Serbia,N
,VRT,Averitt Air Charter,United States,N
VE,AVE,Avensa,Venezuela,N
V5,VLI,Avolar Aerolineas,Mexico,N
,VSA,Avstar Aviation,South Africa,N
,VSC,AVESCA,Colombia,N
,XAV,Aviaprom Enterprises,Russia,N
,VTT,Avia Trans Air Transport,Sudan,N
,VSR,Aviostart AS,Bulgaria,N
,VTG,Aviacao Transportes Aereos e Cargas,Angola,N
,XJA,Assistance Aeroportuaire de L'Aeroport de Paris,France,N
,XFS,American Flight Service Systems,United States,N
,XXV,AASANA,Bolivia,N
,XME,Australian air Express,Australia,N
,XMG,AMS Group,Russia,N
,CAJ,Air Caraibes Atlantique,France,N
,CAO,Air China Cargo,China,N
,CBE,Aerovias Caribe,Mexico,N
,CBO,Aerotaxi del Cabo,Mexico,N
,CBS,Air Columbus,Ukraine,N
,CBV,Aero Cabo,Mexico,N
CA,CCA,Air China,China,Y
,CDA,Aerocardal,Chile,N
Q6,CDP,Aero Condor Peru,Peru,Y
,CDU,Aerotrans,Russia,N
,CDV,Airline Skol,Russia,N
,CFF,Aerofan,Spain,N
,CFM,ACEF,Portugal,N
,CFR,Africa One,Democratic Republic of the Congo,N
,CFV,Aero Calafia,Mexico,N
,CGB,Air Cargo Belize,Belize,N
,CGV,Aero Clube Do Algarve,Portugal,N
,CGW,Air Great Wall,China,N
,CHJ,Aircompany Chaika,Ukraine,N
,CHR,Air Charter Services,Democratic Republic of the Congo,N
,CHV,Air Charter Professionals,United States,N
,CID,Asia Continental Airlines,Kazakhstan,N
5F,CIR,Arctic Circle Air Service,United States,N
,CKL,Aviation Charter Services,United States,N
,CLL,Aerovias Castillo,Mexico,N
,CLP,Aero Club De Portugal,Portugal,N
,CMF,Air Care Alliance,United States,N
,CND,Aero Continente Dominicana,Dominican Republic,N
,CNE,Air Toronto,Canada,N
,CNH,Aquila Air,United States,N
,CNU,Air Consul,Spain,N
,CNX,Allcanada Express,Canada,N
,CPF,ATS Private Company,Ukraine,N
QC,CRD,Air Corridor,Mozambique,N
NV,CRF,Air Central,Japan,N
,CRJ,Air Cruzal,Angola,N
,CRP,Aerotransportes Corporativos,Mexico,N
,CRQ,Air Creebec,Canada,N
,CTA,Aero Charter and Transport,United States,N
,CTE,Air Tenglong,China,N
,CTR,Aerlineas Centauro,Mexico,N
,CUO,Aerocuahonte,Mexico,N
CV,CVA,Air Chathams,New Zealand,Y
CW,CWM,Air Marshall Islands,Marshall Islands,Y
,CWP,Australian Customs Service,Australia,N
,CYL,Air One Cityliner,Italy,N
,CYO,Air Transport,United States,N
ZA,CYD,Access Air,United States,Y
,CYE,Aerocheyenne,Mexico,N
AH,DAH,Air Algerie,Algeria,Y
,DAP,Aerovias DAP,Chile,N
,DBA,Air Alpha,United States,N
,DBD,Air Niagara Express,Canada,N
,DEF,Aviation Defense Service,France,N
,DEG,Air Service Groningen,Netherlands,N
KI,DHI,Adam Air,Indonesia,Y
ER,DHL,Astar Air Cargo,United States,N
,DHM,Archer Aviation,United Kingdom,N
,DIC,Aeromedica,Mexico,N
,DIN,Aerodin,Mexico,N
HO,DJA,Antinea Airlines,Algeria,N
,DJU,Air Djibouti,Djibouti,N
EN,DLA,Air Dolomiti,Italy,Y
,DLS,Aero Modelo,Mexico,N
,DLU,Aerolineas Del Sur,Chile,N
,DMC,Aerodinamica de Monterrey,Mexico,N
,DMI,Aeroservicios Dinamicos,Mexico,N
,DML,Aerotaxis Dosmil,Mexico,N
,DNA,Aerodespachos De El Salvador,El Salvador,N
,DNC,Aeroynamics Malaga,Spain,N
,DNJ,Aerodynamics Incorporated,United States,N
D9,DNV,Aeroflot-Don,Russia,Y
NM,DRD,Air Madrid,Spain,Y
,DRM,Airways Flight Training,United Kingdom,N
,DRO,Aeronaves Del Noreste,Mexico,N
,DSC,Addis Air Cargo Services,Ethiopia,N
,DSK,Aero Algarve,Portugal,N
,DST,Aex Air,United States,N
,DVI,Aero Davinci International,Mexico,N
,DYN,Aero Dynamics,United States,N
,EAE,Aeroservicios Ecuatorianos,Ecuador,N
,EAP,Aero-Pyrenees,France,N
,EAT,Air Transport,Slovakia,N
EE,EAY,Aero Airlines,Estonia,N
,EBC,Aero Ejecutivo De Baja California,Mexico,N
4F,ECE,Air City,Germany,N
,ECG,Aero Ejecutivos RCG,Mexico,N
,ECL,Aeronautica Castellana,Spain,N
,ECM,Aerolineas Comerciales,Mexico,N
,EDA,Aerolineas Nacionales Del Ecuador,Ecuador,N
,EET,Air Este,Spain,N
,EFC,Air Mana,France,N
EI,EIN,Aer Lingus,Ireland,Y
,EJP,Aeroservicios Ejecutivos Corporativos,Mexico,N
E8,ELG,Alpi Eagles,Italy,N
,END,Arrendoora y Transportadora Aerea,Mexico,N
,EOS,Eliossola,Italy,N
,EPA,Shenzhen Donghai Airlines,China,N
,ENW,Aeronaves Del Noroeste,Spain,N
,EOL,Airailes,France,N
,EOM,Aero Ermes,Mexico,N
,EPL,Aero Transportes Empresariales,Mexico,N
,EPS,Epps Air Service,United States,N
,EPE,Aero Empresarial,Mexico,N
KY,EQL,Air S,Air S,N
,ERG,Avianergo,Russia,N
,ERI,Aero Servicios Regiomontanos,Mexico,N
,ERK,Aerosec,Chile,N
,ERM,Aeromaan,Mexico,N
,ESB,Aerosaba,Mexico,N
,ESO,Avitat,United Kingdom,N
,ESU,Aerolineas Ejecutivas Del Sureste,Mexico,N
,ESZ,Aeronautica Le Esperanza,Mexico,N
,ETC,ATTICO,Sudan,N
,ETE,Aero Siete,Mexico,N
,EUK,Air Atlanta Europe,United Kingdom,N
,EVE,Air Evex,Germany,N
,EVR,Aeronautical Academy of Europe,Portugal,N
,EXG,Air Exchange,United States,N
,FAC,Atlantic Helicopters,Denmark,N
,FAG,Argentine Air Force,Argentina,N
PC,FAJ,Air Fiji,Fiji,N
,FAN,AF-Air International,Angola,N
,FBW,Aviation Data Systems,United States,N
,FCI,Air Carriers,United States,N
,FCO,Aerofrisco,Mexico,N
,FCU,Alfa 4,Mexico,N
,FDA,African Airlines,Mali,N
,FDS,African Medical and Research Foundation,Kenya,N
,FGT,Aero Freight,Mexico,N
,FIC,Aerosafin,Mexico,N
OF,FIF,Air Finland,Finland,Y
,FII,Aerodata Flight Inspection,Germany,N
,FIX,Airfix Aviation,Finland,Y
FJ,FJI,Air Pacific,Fiji,Y
,FLD,Air Falcon,Pakistan,N
RC,FLI,Atlantic Airways,Faroe Islands,Y
QH,FLZ,Air Florida,United States,Y
,FMT,Air Fret De Mauritanie,Mauritania,N
,FNM,Avio Nord,Italy,N
,FNO,Aeroflota Del Noroeste,Spain,N
,FNX,Aero Fenix,France,N
,FRD,Ford Motor Company,United States,N
,FPY,African Company Airlines,Democratic Republic of the Congo,N
,FRJ,Afrijet Airlines,Nigeria,N
,FRK,Afrika Aviation Handlers,Kenya,N
,FRQ,Afrique Chart'air,Cameroon,N
,FRT,Aerofreight Airlines,Russia,N
,FST,Aereos Limited,United Kingdom,N
,FTC,Air Affaires Tchad,Chad,N
,FTY,ABC Bedarsflug,Austria,N
NY,FXI,Air Iceland,Iceland,Y
2P,GAP,Air Philippines,Philippines,Y
,GAU,Aerogaucho,Uruguay,N
,GBJ,Aero Business Charter,Germany,N
,GBN,Atlantic Airlines,Gabon,N
,GCF,Aeronor,Spain,N
,GCK,Aerogem Cargo,Ghana,N
,GFO,Aerovias del Golfo,Mexico,N
,GGL,Aeronautica,Angola,N
ZX,GGN,Air Georgian,Canada,N
,GHL,Aviance,United Kingdom,N
,GHN,Air Ghana,Ghana,N
,GIL,African International Transport,Guinea,N
2U,GIP,Air Guinee Express,Guinea,Y
,GIZ,Africa Airlines,Guinea,N
,GLL,Air Gemini,Angola,N
,GLT,Aero Charter,United States,N
,GME,Aguilas Mayas Internacional,Guatemala,N
,GMM,Aerotaxis Guamuchil,Mexico,N
,GMS,Aeroservicios Gama,Mexico,N
0A,GNT,Amber Air,Lithuania,N
,GOA,Alberta Government,Canada,N
,GRE,Air Scotland,Greece,N
DA,GRG,Air Georgia,Georgia,N
,GRI,Air Cargo Center,Sao Tome and Principe,N
GL,GRL,Air Greenland,Denmark,Y
LL,GRO,Allegro,Mexico,N
,GRR,Agroar - Trabalhos Aereos,Portugal,N
,GRX,Aircompany Grodno,Belarus,N
,GSP,Airlift Alaska,United States,N
,GSV,Agrocentr-Avia,Kazakhstan,N
,GTC,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,Turkey,N
5Y,GTI,Atlas Air,United States,Y
,GTP,Aerotaxi Grupo Tampico,Mexico,N
,GUA,Aerotaxis de Aguascalientes,Mexico,N
GG,GUY,Air Guyane,French Guiana,Y
,GVI,Air Victoria Georgia,Georgia,N
H9,HAD,Air D'Ayiti,Haiti,N
GG,HAH,Air Comores International,Comoros,N
,HAT,Air Taxi,France,N
,HEI,Aerohein,Chile,N
,HGH,Atlantic Air Lift,France,N
,HHA,Atlantic Airlines de Honduras,Honduras,N
,HID,Aviacion Ejecutiva De Hildago,Mexico,N
,HJA,Air Haiti,Haiti,N
,HJT,Al Rais Cargo,United Arab Emirates,N
,HKH,Air-Invest,Hungary,N
,HMA,Air Tahoma,United States,N
,HMT,Air Nova,Canada,N
,HOM,Aero Homex,Mexico,N
,HPO,Almiron Aviation,Uganda,N
,HQO,Avinor,Norway,N
,HYR,Airlink Airways,Ireland,N
8C,HZT,Air Horizon,Togo,N
,IAE,AC Insat-Aero,Russia,N
,ICM,Air Inter Cameroun,Cameroon,N
,IFI,Air Lift,Greece,N
,IKM,Aero Survey,Ghana,N
,ILK,Aero Airline,Kazakhstan,N
,IME,Airtime Charters,United Kingdom,N
,IMN,Aerotaxis Cimarron,Mexico,N
,INA,Aero International,Mexico,N
,ING,Aeroingenieria,Chile,N
,INO,Aeroservicios Intergrados de Norte,Mexico,N
,IPL,Airpull Aviation,Spain,N
,IRD,Arvand Airlines,Iran,N
,IRH,Atlas Aviation Group,Iran,N
,IRW,Aram Airline,Iran,N
,IRX,Aria Tour,Iran,N
,ITE,Aerotaxi,Czech Republic,N
,ITF,Avita-Servicos Aereos,Angola,N
,ITO,Aero Citro,Mexico,N
,IVE,Air Executive,Spain,N
,IWS,Aviainvest,Russia,N
W9,JAB,Air Bagan,Myanmar,Y
,JAD,Aerojal,Mexico,N
,JAR,Airlink,Austria,N
,JEE,Ambjek Air Services,Nigeria,N
,UTX,Avfinity,United States,N
,JMR,Alexandair,Canada,N
,JMX,Air Jamaica Express,Jamaica,N
,JOA,Air Swift Aviation,Australia,N
,JOB,Aerojobeni,Mexico,N
IP,JOL,Atyrau Air Ways,Kazakhstan,N
,JPR,Aerosmith Aviation,United States,N
,JTS,Arrendamiento de Aviones Jets,Mexico,N
,JUA,Aero Juarez,Mexico,N
QK,JZA,Air Canada Jazz,Canada,Y
,KAA,Asia Aero Survey and Consulting Engineers,Republic of Korea,N
,KAD,Air Kirovograd,Ukraine,N
,KAM,Air Mach,Italy,N
,KAV,Air Kufra,Libya,N
,KEK,Arkhabay,Kazakhstan,N
,KFK,Aero Charter Krifka,Austria,N
,KFT,Air Kraft Mir,Uzbekistan,N
,KGD,Air Concorde,Bulgaria,N
,KHH,Alexandria Airlines,Egypt,N
,KIE,Afit,Germany,N
,KKB,Air South,United States,N
KK,KKK,Atlasjet,Turkey,Y
,KLB,Air Mali International,Mali,N
,KLZ,Aerokaluz,Mexico,N
JS,KOR,Air Koryo,Democratic People's Republic of Korea,Y
,KOY,Araiavia,Kazakhstan,N
,KRE,AeroSucre,Colombia,N
,KRT,Air Kokshetau,Kazakhstan,N
,KSI,Air Kissari,Angola,N
,KTN,Aeronavigaciya,Ukraine,N
,KVR,Alliance Avia,Kazakhstan,N
,KYC,Av Atlantic,United States,N
KC,KZR,Air Astana,Kazakhstan,Y
,LAG,Aerovias De Lagos,Mexico,N
LV,LBC,Albanian Airlines,Albania,Y
,LBI,Albisa,Mexico,N
,LBW,Albatros Airways,Albania,N
,LDG,Aerolineas Aereas Ejecutivas De Durango,Mexico,N
,LDL,Aerologic,Russia,N
,LDN,Al-Donas Airlines,Nigeria,N
,LDR,Aero Lider,Mexico,N
,LEM,Aleem,Egypt,N
,LET,Aerolineas Ejecutivas,Mexico,N
,LFA,Air Alfa,Turkey,Y
,LFC,Aero Control Air,Canada,N
,LGN,Aerolaguna,Mexico,N
,LHR,Al Ahram Aviation,Egypt,N
D4,LID,Alidaunia,Italy,N
,LIE,Al-Dawood Air,Nigeria,N
,LKP,American Aviation,United States,N
,LKS,Airlink Solutions,Spain,N
,LKY,Air Solutions,United States,N
CD,LLR,Alliance Air,India,N
,LMA,Aerolima,Mexico,N
,LML,Alamia Air,Libya,N
,LMP,Air Plus Argentina,Argentina,N
,LMT,Almaty Aviation,Kazakhstan,N
,LMX,Aerolineas Mexicanas J S,Mexico,N
,LMY,Air Almaty,Kazakhstan,N
,LMZ,Air Almaty ZK,Kazakhstan,N
XL,LNE,Aerolane,Ecuador,Y
,LNK,Airlink,South Africa,N
,LNT,Aerolineas Internacionales,Mexico,N
,LOK,Alok Air,Sudan,N
,LOU,Air Saint Louis,Senegal,N
,LPC,Alpine Aviation,South Africa,N
A6,LPV,Air Alps Aviation,Austria,N
,LRO,Alrosa-Avia,Russia,N
,LRW,Al Rida Airways,Mauritania,N
,LSK,Aurela,Lithuania,N
,LSM,Aerobusinessservice,Russia,N
,LSR,Alsair,France,N
,LTI,Aerotaxis Latinoamericanos,Mexico,N
,LUC,Alninati Aeronautics,Switzerland,N
TD,LUR,Atlantis European Airways,Armenia,Y
,LVN,Aliven,Italy,N
,LVR,Aviavilsa,Lithuania,N
L8,LXG,Air Luxor GB,Guinea-Bissau,N
LK,LXR,Air Luxor,Portugal,Y
,LYT,Apatas Air,Lithuania,N
,LZP,Air Ban,Bulgaria,N
,LZR,Air Lazur,Bulgaria,N
,MAM,Aerodromo De La Mancha,Spain,N
MK,MAU,Air Mauritius,Mauritius,Y
,MBA,Avag Air,Austria,N
,MBB,Air Manas,Kyrgyzstan,N
,MBC,Airjet Exploracao Aerea De Carga,Angola,N
,MBV,Aeriantur-M,Moldova,N
,MCB,Air Mercia,United Kingdom,N
,MCD,Air Medical,United Kingdom,N
,MCO,Aerolineas Marcos,Mexico,N
,MDC,Atlantic Aero and Mid-Atlantic Freight,United States,N
MD,MDG,Air Madagascar,Madagascar,Y
,MDX,Aerosud Charter,South Africa,N
,MEF,Air Meridan,Nigeria,N
,MFL,Aero McFly,Mexico,N
,MGE,Asia Pacific Airlines,United States,N
,MGS,Aeromagar,Mexico,N
,MIE,Aero Premier De Mexico,Mexico,N
9U,MLD,Air Moldova,Moldova,Y
,MLF,Amal Airlines,Djibouti,N
,MLI,Air Mali,Mali,N
,MLN,Air Madeleine,Canada,N
,MMC,Aermarche,Italy,N
,MMD,Air Alsie,Denmark,N
,MMM,Aviation Company Meridian,Russia,N
,MMP,AMP Incorporated,United States,N
,MMX,Airmax,Peru,N
,MNE,Aerolineas Amanecer,Mexico,N
M0,MNG,Aero Mongolia,Mongolia,N
,MOC,Air Monarch Cargo,Mexico,N
,MOP,Aeropublicitaria De Angola,Angola,N
,MOR,Aerolineas De Morelia,Mexico,N
A7,MPD,Air Plus Comet,Spain,Y
QO,MPX,Aeromexpress,Mexico,N
,MQT,Air ITM,France,N
,MRL,Aeromorelos,Mexico,N
,MRM,Aerocharter,Canada,N
,MRP,Abas,Czech Republic,N
MR,MRT,Air Mauritanie,Mauritania,N
,MSC,Air Cairo,Egypt,N
,MSK,Air Sport,Bulgaria,N
,MSM,Aeromas,Uruguay,N
,MSO,Aerol,Mexico,N
,MSV,Aero-Kamov,Russia,N
,MTB,Aerotaxis Metropolitanos,Mexico,N
,MTE,Aeromet Linea Aerea,Chile,N
,MTK,Air Metack,Angola,N
,MTY,Air Montegomery,United Kingdom,N
,MXO,Aerotaxi Mexicano,Mexico,N
,MYS,Aero Yaqui Mayo,Mexico,N
,MZK,AVC Airlines,Japan,N
,MZL,Aerovias Montes Azules,Mexico,N
3S,,Aeroland Airways,Greece,N
8D,,Astair,Russian Federation,Y
F4,NBK,Albarka Air,Nigeria,N
,NCL,ACA-Ancargo Air Sociedade de Transporte de Carga Lda,Angola,N
,NEL,Aero Servicios de Nuevo Laredo,Mexico,N
,NGV,Angoavia,Angola,N
,NID,Aeroni,Mexico,N
,NIE,Aeroejecutiva Nieto,Mexico,N
AJ,NIG,Aero Contractors,Nigeria,Y
,NKZ,Aerokuzbass,Russia,N
,NPT,Atlantic Airlines,United Kingdom,N
,NRS,Atlantic Richfield Company,United States,N
,NSO,Aerolineas Sosa,Honduras,N
,NTD,Aero Norte,Mexico,N
,NTV,Air Inter Ivoire,Ivory Coast,N
,NUL,Aeroservicios De Nuevo Leon,Mexico,N
,NVI,Avial NV Aviation Company,Russia,N
,NWG,Airwing,Norway,N
,NXA,Air Next,Japan,N
,OAO,Arkhangelsk 2 Aviation Division,Russia,N
,OGI,Aerogisa,Mexico,N
,OLV,Aerolineas Olve,Mexico,N
,OMG,Aeromega,United Kingdom,N
,ONR,Air One Nine,Libya,N
,ONT,Air Ontario,Canada,N
,ORP,Aerocorp,Mexico,N
,ORS,Action Air,Italy,N
,OSN,Aerosan,Mexico,N
,OSO,Aviapartner Limited Company,Russia,N
,PAJ,Aliparma,Italy,N
,PBT,Air Parabet,Bangladesh,N
8Y,PBU,Air Burundi,Burundi,N
,PCG,Aeropostal Cargo de Mexico,Mexico,N
,PCK,Air Pack Express,Spain,N
,PCS,Air Palace,Mexico,N
OT,PEL,Aeropelican Air Services,Australia,Y
,PFI,Aerolineas Chihuahua,Mexico,N
,PFT,Air Cargo Express International,United States,N
,PHR,Al Farana Airline,Egypt,N
,PHW,Ave.com,United Arab Emirates,N
,PIE,Air South West,United Kingdom,N
,PIF,Aeroservicios California Pacifico,Mexico,N
,PKA,AST Pakistan Airways,Pakistan,N
,PNL,Aero Personal,Mexico,N
,PNU,Aero Servicios Platinum,Mexico,N
,POY,Apoyo Aereo,Mexico,N
,PRI,Aerotransportes Privados,Mexico,N
,PRT,Atlantic Coast Jet,United States,N
AD,PRZ,Air Paradise International,Indonesia,N
,PSE,Aeroservicio Sipse,Mexico,N
,PSL,Aeroservicios Corporativos De San Luis,Mexico,N
,PVA,Aerotransportes Privados,Mexico,N
,PZA,Aereo Taxi Paraza,Mexico,N
QD,QCL,Air Class Lineas Aereas,Uruguay,N
,QEA,Aviation Consultancy Office,Australia,N
,QAT,Aero Taxi,Canada,N
,QKC,Aero Taxi Aviation,United States,N
,QLA,Aviation Quebec Labrador,Canada,N
QS,QSC,African Safari Airways,Kenya,N
,QUI,Aero Quimmco,Mexico,N
,RAD,Alada,Angola,N
,RAI,Aerotur-Air,Kazakhstan,N
,RAP,Air Center Helicopters,United States,N
,RBE,Aur Rum Benin,Benin,N
,RBJ,Aeroserivios Del Bajio,Mexico,N
4Y,RBU,Airbus France,France,N
,RBV,Air Roberval,Canada,N
,RBX,Arubaexel,Aruba,N
,RCC,Air Charters Eelde,Netherlands,N
,RCE,Aerocer,Mexico,N
,RCF,Aeroflot-Cargo,Russia,N
MC,RCH,Air Mobility Command,United States,N
,RCI,Air Cassai,Angola,N
,RCO,Aero Renta De Coahuila,Mexico,N
,RCP,Aerocorp,Mexico,N
,RCQ,Aerolineas Regionales,Mexico,N
,RCU,Atlantic S.L.,Spain,N
,RCX,Air Service Center,Italy,N
,RDD,Adygeya Airlines,Russia,N
,RDM,Air Ada,Mauritania,N
RE,REA,Aer Arann,Ireland,Y
,REN,Aero-Rent,Mexico,N
,RES,Australian Maritime Safety Authority,Australia,N
UU,REU,Air Austral,France,Y
,REY,Aero-Rey,Mexico,N
,RFC,Aero Africa,Swaziland,N
,RFD,Aerotransportes Rafilher,Mexico,N
,RGO,Argo,Dominican Republic,N
,RGT,Airbourne School of Flying,United Kingdom,N
,RHL,Air Archipels,France,N
,RIF,Aviation Ministry of the Interior of the Russian Federation,Russian Federation,N
,RIS,Aeris Gestion,Spain,N
6K,RIT,Asian Spirit,Philippines,Y
,RJS,Aeroservicios Jet,Mexico,N
RK,RKA,Air Afrique,Ivory Coast,Y
A5,RLA,Airlinair,France,Y
,RLK,Air Nelson,New Zealand,N
,RLL,Air Leone,Sierra Leone,N
QL,RLN,Aero Lanka,Sri Lanka,Y
,RLZ,Air Alize,France,N
,RMD,Air Amder,Mauritania,N
,RME,Armenian Airlines,Armenia,N
MV,RML,Armenian International Airways,Armenia,N
,RMO,Arm-Aero,Armenia,N
,RMX,Air Max,Bulgaria,N
20,RNE,Air Salone,Sierra Leone,Y
,RNM,Aeronem Air Cargo,Ecuador,N
,RNR,Air Cargo Masters,United States,N
U8,RNV,Armavia,Armenia,Y
,ROE,Aeroeste,Bolivia,N
,ROH,Aero Gen,Mexico,N
,ROI,Avior Airlines,Venezuela,N
,ROL,Aeroel Airways,Israel,N
BQ,ROM,Aeromar,Dominican Republic,N
,ROO,Aeroitalia,Italy,N
,ROD,Aerodan,Mexico,N
P5,RPB,AeroRep,Colombia,Y
,RPC,Aerolineas Del Pacifico,Ecuador,N
,RRC,Aero Roca,Mexico,N
,RRE,Aerotransportes Internacionales De Torreon,Mexico,N
,RRM,Acvila Air-Romanian Carrier,Romania,N
,RSC,Aerolineas Ejecutivas Tarascas,Mexico,N
BF,RSR,Aero-Service,Republic of the Congo,Y
5L,RSU,Aerosur,Bolivia,Y
,RTE,Aeronorte,Portugal,Y
,RTH,Artis,France,N
,RTO,Arhabaev Tourism Airlines,Kazakhstan,N
,RTQ,Air Turquoise,France,N
,RTU,Aerotucan,Mexico,N
,RUD,Air Anastasia,Ukraine,N
,RUM,Air Rum,Sierra Leone,N
,RUN,ACT Havayollari,Turkey,N
,RVP,Air VIP,Portugal,N
,RVT,Aircompany Veteran,Armenia,N
,RWB,Alliance Express Rwanda,Rwanda,N
,RWC,Arrow Ecuador Arrowec,Ecuador,N
,RWY,Aerogroup 98 Limited,United Kingdom,N
,RXT,Aeroxtra,Mexico,N
,RXX,Express Air Charter,Canada,N
,RWS,Air Whitsunday,Australia,N
,RZL,Aero Zambia,Zambia,N
,RZN,Aero Zano,Mexico,N
,RZZ,Anoka Air Charter,United States,N
,SBH,Aerosaab,Mexico,N
,SCD,Associated Aviation,Nigeria,N
,SCM,American Jet International,United States,N
EX,SDO,Air Santo Domingo,Dominican Republic,N
,SDP,Aero Sudpacifico,Mexico,N
,SEF,Aero Servicios Ejecutivas Del Pacifico,Mexico,N
JR,SER,Aero California,Mexico,N
,SFM,A-Safar Air Services,Nigeria,N
,SGV,Aerosegovia,Nicaragua,N
,SHH,Airshare Holdings,United Kingdom,N
,SIY,Aerosiyusa,Mexico,N
,SIZ,Aero Silza,Mexico,N
,SJN,Air San Juan,United States,N
,SKP,Aero-North Aviation Services,Canada,N
,SMI,Aero Sami,Mexico,N
Z3,SMJ,Avient Aviation,Zimbabwe,Y
,SOD,Aerolineas Sol,Mexico,N
,SOE,Air Soleil,Mauritania,N
,SOG,Aero Soga,Guinea-Bissau,N
,SPD,Airspeed Aviation,Canada,N
M3,SPJ,Air Service,Macedonia,N
,SPO,Aeroservicios Ejecutivos Del Pacifico,Mexico,N
,SPY,Asian Aerospace Service,Thailand,N
,SPZ,Airworld,South Africa,N
,SQR,Alsaqer Aviation,Libya,N
,SRI,Air Safaris and Services,New Zealand,N
,SRV,Aero Servicio Corporativo,Mexico,N
,SSL,Air Sultan,Sierra Leone,N
,SSM,Aero 1 Pro-Jet,Canada,N
,SSN,Airquarius Air Charter,South Africa,N
,STK,Aeropac,United States,N
