IATA,ICAO,Name,City,Country,Latitude,Longitude
WFK,KFVE,Northern Aroostook Regional Airport,Frenchville,United States,47.2854995728,-68.31279754639999
JHW,KJHW,Chautauqua County-Jamestown Airport,Jamestown,United States,42.15340042,-79.25800323
YTM,CYFJ,La Macaza / Mont-Tremblant International Inc Airport,Mont-Tremblant,Canada,46.4094009399,-74.7799987793
SME,KSME,Lake Cumberland Regional Airport,Somerset,United States,37.0533981323,-84.6158981323
SHD,KSHD,Shenandoah Valley Regional Airport,Weyers Cave,United States,38.2638015747,-78.8964004517
DVL,KDVL,Devils Lake Regional Airport,Devils Lake,United States,48.11420059,-98.90879822
DIK,KDIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,46.7974014282,-102.802001953
SDY,KSDY,Sidney - Richland Regional Airport,Sidney,United States,47.706902,-104.193001
CDR,KCDR,Chadron Municipal Airport,Chadron,United States,42.837600708,-103.095001221
AIA,KAIA,Alliance Municipal Airport,Alliance,United States,42.0531997681,-102.804000854
MCK,KMCK,Mc Cook Ben Nelson Regional Airport,McCook,United States,40.20629883,-100.5920029
MTH,KMTH,The Florida Keys Marathon Airport,Marathon,United States,24.726101,-81.051399
GDV,KGDV,Dawson Community Airport,Glendive,United States,47.13869858,-104.8069992
OLF,KOLF,L M Clayton Airport,Wolf Point,United States,48.0945014954,-105.574996948
WYS,KWYS,Yellowstone Airport,West Yellowstone,United States,44.68840027,-111.1179962
ALS,KALS,San Luis Valley Regional Bergman Field,Alamosa,United States,37.434898,-105.866997
CNY,KCNY,Canyonlands Field,Moab,United States,38.75500107,-109.7549973
ELY,KELY,Ely Airport Yelland Field,Ely,United States,39.29970169,-114.8420029
VEL,KVEL,Vernal Regional Airport,Vernal,United States,40.4408989,-109.5100021
RUI,KSRR,Sierra Blanca Regional Airport,Ruidoso,United States,33.462799072266,-105.53500366211
SOW,KSOW,Show Low Regional Airport,Show Low,United States,34.265499115,-110.005996704
MYL,KMYL,McCall Municipal Airport,McCall,United States,44.88970184,-116.1009979
SMN,KSMN,Lemhi County Airport,Salmon,United States,45.1237983704,-113.880996704
MMH,KMMH,Mammoth Yosemite Airport,Mammoth Lakes,United States,37.62409973,-118.8379974
FRD,KFHR,Friday Harbor Airport,Friday Harbor,United States,48.5219993591,-123.024002075
ESD,KORS,Orcas Island Airport,Eastsound,United States,48.7081985474,-122.910003662
AST,KAST,Astoria Regional Airport,Astoria,United States,46.158000946,-123.878997803
ONP,KONP,Newport Municipal Airport,Newport,United States,44.580399,-124.057999
EMK,PAEM,Emmonak Airport,Emmonak,United States,62.78609848,-164.4909973
UNK,PAUN,Unalakleet Airport,Unalakleet,United States,63.88840103,-160.798996
UUK,PAKU,Ugnu-Kuparuk Airport,Kuparuk,United States,70.33080291750001,-149.598007202
SHX,PAHX,Shageluk Airport,Shageluk,United States,62.6922988892,-159.569000244
CHU,PACH,Chuathbaluk Airport,Chuathbaluk,United States,61.579102,-159.216003
NUI,PAQT,Nuiqsut Airport,Nuiqsut,United States,70.2099990845,-151.005996704
EEK,PAEE,Eek Airport,Eek,United States,60.21367264,-162.0438843
KUK,PFKA,Kasigluk Airport,Kasigluk,United States,60.87440109,-162.5240021
KWT,PFKW,Kwethluk Airport,Kwethluk,United States,60.7902984619,-161.444000244
KWK,PAGG,Kwigillingok Airport,Kwigillingok,United States,59.876499,-163.169005
MLL,PADM,Marshall Don Hunter Sr Airport,Marshall,United States,61.8642997742,-162.026000977
RSH,PARS,Russian Mission Airport,Russian Mission,United States,61.7788848877,-161.319458008
KGK,PAJZ,Koliganek Airport,Koliganek,United States,59.726600647,-157.259002686
KMO,PAMB,Manokotak Airport,Manokotak,United States,58.9902000427,-159.050003052
CIK,PACI,Chalkyitsik Airport,Chalkyitsik,United States,66.6449966431,-143.740005493
EAA,PAEG,Eagle Airport,Eagle,United States,64.77639771,-141.151001
HUS,PAHU,Hughes Airport,Hughes,United States,66.04109955,-154.2630005
HSL,PAHL,Huslia Airport,Huslia,United States,65.69789886,-156.3509979
NUL,PANU,Nulato Airport,Nulato,United States,64.729301,-158.074005
VEE,PAVE,Venetie Airport,Venetie,United States,67.0086975098,-146.365997314
WBQ,PAWB,Beaver Airport,Beaver,United States,66.362197876,-147.406997681
CEM,PACE,Central Airport,Central,United States,65.57379913,-144.7830048
SHG,PAGH,Shungnak Airport,Shungnak,United States,66.88809967041,-157.16200256348
IYK,KIYK,Inyokern Airport,Inyokern,United States,35.65879822,-117.8300018
VIS,KVIS,Visalia Municipal Airport,Visalia,United States,36.3186988831,-119.392997742
MCE,KMCE,Merced Regional Macready Field,Merced,United States,37.28469849,-120.5139999
CYR,SUCA,Laguna de Los Patos International Airport,Colonia,Uruguay,-34.456401824951,-57.770599365234
CPQ,SDAM,Amarais Airport,Campinas,Brazil,-22.85919952392578,-47.10820007324219
GYR,KGYR,Phoenix Goodyear Airport,Goodyear,United States,33.4225006104,-112.375999451
TWB,YTWB,Toowoomba Airport,Toowoomba,Australia,-27.542801,151.916
BBL,YLLE,Ballera Airport,Ballera,Australia,-27.405633,141.809458
AYK,UAUR,Arkalyk North Airport,Arkalyk,Kazakhstan,50.31859970092773,66.95279693603516
AGN,PAGN,Angoon Seaplane Base,Angoon,United States,57.503601,-134.585007
ELV,PAEL,Elfin Cove Seaplane Base,Elfin Cove,United States,58.1952018738,-136.347000122
FNR,PANR,Funter Bay Seaplane Base,Funter Bay,United States,58.2543983459,-134.897994995
HNH,PAOH,Hoonah Airport,Hoonah,United States,58.0961,-135.410111
MTM,PAMM,Metlakatla Seaplane Base,Metakatla,United States,55.131001,-131.578003
HYG,PAHY,Hydaburg Seaplane Base,Hydaburg,United States,55.206298828125,-132.8280029296875
EGX,PAII,Egegik Airport,Egegik,United States,58.1855010986,-157.375
KPV,PAPE,Perryville Airport,Perryville,United States,55.905998,-159.162993
PIP,PAPN,Pilot Point Airport,Pilot Point,United States,57.5803985596,-157.572006226
WSN,PFWS,South Naknek Nr 2 Airport,South Naknek,United States,58.7033996582,-157.007995605
AKK,PAKH,Akhiok Airport,Akhiok,United States,56.9387016296,-154.182998657
KYK,PAKY,Karluk Airport,Karluk,United States,57.5671005249,-154.449996948
KLN,PALB,Larsen Bay Airport,Larsen Bay,United States,57.5350990295,-153.977996826
ABL,PAFM,Ambler Airport,Ambler,United States,67.1063,-157.856989
BKC,PABL,Buckland Airport,Buckland,United States,65.9815979004,-161.149002075
IAN,PAIK,Bob Baker Memorial Airport,Kiana,United States,66.9759979248,-160.43699646
OBU,PAOB,Kobuk Airport,Kobuk,United States,66.9123001099,-156.897003174
ORV,PFNO,Robert (Bob) Curtis Memorial Airport,Noorvik,United States,66.81790161,-161.0189972
WLK,PASK,Selawik Airport,Selawik,United States,66.60009766,-159.9859924
KTS,PFKT,Brevig Mission Airport,Brevig Mission,United States,65.3312988281,-166.466003418
ELI,PFEL,Elim Airport,Elim,United States,64.61470032,-162.2720032
GLV,PAGL,Golovin Airport,Golovin,United States,64.5504989624,-163.007003784
TLA,PATE,Teller Airport,Teller,United States,65.2404022217,-166.339004517
WAA,PAIW,Wales Airport,Wales,United States,65.622593,-168.095
WMO,PAWM,White Mountain Airport,White Mountain,United States,64.689201355,-163.412994385
KKA,PAKK,Koyuk Alfred Adams Airport,Koyuk,United States,64.9394989014,-161.154006958
SMK,PAMK,St Michael Airport,St. Michael,United States,63.49010086,-162.1100006
SKK,PFSH,Shaktoolik Airport,Shaktoolik,United States,64.37110138,-161.223999
TNC,PATC,Tin City Long Range Radar Station Airport,Tin City,United States,65.56310272,-167.9219971
AKB,PAAK,Atka Airport,Atka,United States,52.22029877,-174.2059937
IKO,PAKO,Nikolski Air Station,Nikolski,United States,52.94160079956055,-168.8489990234375
CYT,PACY,Yakataga Airport,Yakataga,United States,60.080974,-142.494541
AUK,PAUK,Alakanuk Airport,Alakanuk,United States,62.6800422668,-164.659927368
KPN,PAKI,Kipnuk Airport,Kipnuk,United States,59.9329986572,-164.031005859
KFP,PAKF,False Pass Airport,False Pass,United States,54.8474006652832,-163.41000366210938
NLG,PAOU,Nelson Lagoon Airport,Nelson Lagoon,United States,56.007499694824,-161.16000366211
PML,PAAL,Port Moller Airport,Cold Bay,United States,56.0060005188,-160.561004639
KLW,PAKW,Klawock Airport,Klawock,United States,55.5792007446,-133.076004028
KWN,PAQH,Quinhagak Airport,Quinhagak,United States,59.7551,-161.845
KOT,PFKO,Kotlik Airport,Kotlik,United States,63.0306015015,-163.533004761
KYU,PFKU,Koyukuk Airport,Koyukuk,United States,64.8760986328,-157.727005005
SCM,PACM,Scammon Bay Airport,Scammon Bay,United States,61.845298767100005,-165.570999146
NNL,PANO,Nondalton Airport,Nondalton,United States,59.980201721191,-154.8390045166
KKH,PADY,Kongiganak Airport,Kongiganak,United States,59.9608001709,-162.880996704
NIB,PAFS,Nikolai Airport,Nikolai,United States,63.0186,-154.358002
AKI,PFAK,Akiak Airport,Akiak,United States,60.9029006958,-161.231002808
AIN,PAWI,Wainwright Airport,Wainwright,United States,70.6380004883,-159.994995117
APZ,SAHZ,Zapala Airport,ZAPALA,Argentina,-38.975498,-70.113602
RDS,SAHS,Rincon De Los Sauces Airport,Rincon de los Sauces,Argentina,-37.3905982971,-68.9041976929
PNT,SCNT,Tte. Julio Gallardo Airport,Puerto Natales,Chile,-51.67150115966797,-72.52839660644531
SGV,SAVS,Sierra Grande Airport,Sierra Grande,Argentina,-41.5917015076,-65.33940124509999
IGB,SAVJ,Cabo F.A.A. H. R. Bordón Airport,Ingeniero Jacobacci,Argentina,-41.3208999634,-69.5748977661
NCN,PFCB,Chenega Bay Airport,Chenega,United States,60.0773010254,-147.992004395
TKJ,PFTO,Tok Junction Airport,Tok,United States,63.32949829,-142.9539948
IRC,PACR,Circle City /New/ Airport,Circle,United States,65.830498,-144.076008
SLQ,PASL,Sleetmute Airport,Sleetmute,United States,61.7005004883,-157.166000366
LMA,PAMH,Minchumina Airport,Lake Minchumina,United States,63.886002,-152.302002
MLY,PAML,Manley Hot Springs Airport,Manley Hot Springs,United States,64.99759674069999,-150.643997192
YNP,CNH2,Natuashish Airport,Natuashish,Canada,55.913898,-61.184399
YSO,CCD4,Postville Airport,Postville,Canada,54.9105,-59.78507
YWB,CYKG,Kangiqsujuaq (Wakeham Bay) Airport,Kangiqsujuaq,Canada,61.5886001587,-71.929397583
YTF,CYTF,Alma Airport,Alma,Canada,48.50889968869999,-71.64189910889999
YGV,CYGV,Havre St Pierre Airport,Havre-Saint-Pierre,Canada,50.28189849853516,-63.61140060424805
YXK,CYXK,Rimouski Airport,Rimouski,Canada,48.47809982299805,-68.49690246582031
XTL,CYBQ,Tadoule Lake Airport,Tadoule Lake,Canada,58.7061,-98.512199
XLB,CZWH,Lac Brochet Airport,Lac Brochet,Canada,58.6175003052,-101.46900177
XSI,CZSN,South Indian Lake Airport,South Indian Lake,Canada,56.7928009033,-98.9072036743
YBT,CYBT,Brochet Airport,Brochet,Canada,57.8894,-101.679001
ZGR,CZGR,Little Grand Rapids Airport,Little Grand Rapids,Canada,52.04560089111328,-95.4657974243164
YCR,CYCR,Cross Lake (Charlie Sinclair Memorial) Airport,Cross Lake,Canada,54.610599517822266,-97.76080322265624
YRS,CYRS,Red Sucker Lake Airport,Red Sucker Lake,Canada,54.16719818115234,-93.55719757080078
YOP,CYOP,Rainbow Lake Airport,Rainbow Lake,Canada,58.49140167236328,-119.40799713134766
YBY,CYBF,Bonnyville Airport,Bonnyville,Canada,54.304199,-110.744003
ZNA,CAC8,Nanaimo Harbour Water Airport,Nanaimo,Canada,49.1833000183,-123.949996948
YGG,CAX6,Ganges Seaplane Base,Ganges,Canada,48.8545,-123.4969
YDT,CZBB,Boundary Bay Airport,Boundary Bay,Canada,49.0742,-123.012001
YLY,CYNJ,Langley Airport,Langley Township,Canada,49.10079956049999,-122.630996704
YFJ,CFJ2,Wekweètì Airport,Wekweeti,Canada,64.190804,-114.077002
RNI,MNCI,Corn Island,Corn Island,Nicaragua,12.1628999710083,-83.06379699707031
BZA,MNBZ,San Pedro Airport,Bonanza,Nicaragua,13.949999809265137,-84.5999984741211
RFS,MNRT,Rosita Airport,Rosita,Nicaragua,13.889699935913086,-84.40889739990234
SIU,MNSI,Siuna,Siuna,Nicaragua,13.727222442626951,-84.77777862548828
WSP,MNWP,Waspam Airport,Waspam,Nicaragua,14.7391996383667,-83.96939849853516
NCR,MNSC,San Carlos,San Carlos,Nicaragua,11.133399963378906,-84.7699966430664
PLD,MRCR,Playa Samara/Carrillo Airport,Carrillo,Costa Rica,9.8705101013184,-85.481399536133
COZ,MDCZ,Constanza - Expedición 14 de Junio National Airport,Constanza,Dominican Republic,18.907499313354,-70.721900939941
NEG,MKNG,Negril Airport,Negril,Jamaica,18.34280014038086,-78.33209991455078
NRR,TJRV,José Aponte de la Torre Airport,Ceiba,Puerto Rico,18.245300293,-65.6434020996
SPB,VI22,Charlotte Amalie Harbor Seaplane Base,Charlotte Amalie,Virgin Islands,18.338600158691406,-64.9406967163086
ARR,SAVR,D. Casimiro Szlapelis Airport,Alto Rio Senguer,Argentina,-45.013599,-70.812202
JSM,SAWS,Jose De San Martin Airport,Jose de San Martin,Argentina,-44.0485992432,-70.4589004517
UYU,SLUY,Uyuni Airport,Uyuni,Bolivia,-20.4463005066,-66.8483963013
RBQ,SLRQ,Rurenabaque Airport,Rerrenabaque,Bolivia,-14.4279003143,-67.4968032837
ABF,NGAB,Abaiang Airport,Abaiang Atoll,Kiribati,1.798609972000122,173.04100036621094
ABN,SMBN,Albina Airport,Albina,Suriname,5.512720108032227,-54.05009841918945
DRJ,SMDA,Drietabbetje Airport,Drietabbetje,Suriname,4.111359,-54.672766
MOJ,SMMO,Moengo Airstrip,Moengo,Suriname,5.6076,-54.4003
ICK,SMNI,Nieuw Nickerie Airport,Nieuw Nickerie,Suriname,5.955560207366943,-57.039398193359375
OEM,SMPA,Vincent Fayks Airport,Paloemeu,Suriname,3.3452799320220947,-55.442501068115234
SMZ,SMST,Stoelmanseiland Airport,Stoelmans Eiland,Suriname,4.349999904632568,-54.41666793823242
TOT,SMCO,Totness Airport,Totness,Suriname,5.865829944610596,-56.32749938964844
AGI,SMWA,Wageningen Airstrip,Wageningen,Suriname,5.841128,-56.673328
ORJ,SYOR,Orinduik Airport,Orinduik,Guyana,4.725269794464111,-60.03499984741211
NAI,SYAN,Annai Airport,Annai,Guyana,3.959439992904663,-59.12419891357422
IMB,SYIB,Imbaimadai Airport,Imbaimadai,Guyana,5.708109855651856,-60.2942008972168
KAR,SYKM,Kamarang Airport,Kamarang,Guyana,5.865340232849121,-60.614200592041016
USI,SYMB,Mabaruma Airport,Mabaruma,Guyana,8.199999809265137,-59.78329849243164
MHA,SYMD,Mahdia Airport,Mahdia,Guyana,5.277490139007568,-59.151100158691406
PJC,SGPJ,Dr Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,-22.63999938964844,-55.83000183105469
ACD,SKAD,Alcides Fernández Airport,Acandi,Colombia,8.51667,-77.3
RVE,SKSA,Los Colonizadores Airport,Saravena,Colombia,6.951868,-71.857179
BQJ,UEBB,Batagay Airport,Batagay,Russia,67.648002624512,134.69500732422
VGZ,SKVG,Villa Garzón Airport,Villa Garzon,Colombia,0.978767,-76.6056
EBG,SKEB,El Bagre Airport,El Bagre,Colombia,7.59647,-74.8089
CAQ,SKCU,Juan H White Airport,Caucasia,Colombia,7.96847,-75.1985
COG,SKCD,Mandinga Airport,Condoto,Colombia,5.08333,-76.7
TLU,SKTL,Golfo de Morrosquillo Airport,Tolu,Colombia,9.50945,-75.5854
CFB,SBCB,Cabo Frio Airport,Cabo Frio,Brazil,-22.921699523900003,-42.0742988586
OPS,SWSI,Presidente João Batista Figueiredo Airport,Sinop,Brazil,-11.885000228881836,-55.58610916137695
GRP,SWGI,Gurupi Airport,Gurupi,Brazil,-11.73960018157959,-49.13219833374024
CMP,SNKE,Santana do Araguaia Airport,Santana do Araguaia,Brazil,-9.31997013092041,-50.32849884033203
BVS,SNVS,Breves Airport,Breves,Brazil,-1.6365300416946411,-50.44359970092773
SFK,SNSW,Soure Airport,Soure,Brazil,-0.6994310021400452,-48.52099990844727
PIN,SWPI,Parintins Airport,Parintins,Brazil,-2.6730198860168457,-56.77719879150391
BRA,SNBR,Barreiras Airport,Barreiras,Brazil,-12.078900337219238,-45.00899887084961
STZ,SWST,Santa Terezinha Airport,Santa Terezinha,Brazil,-10.4647216796875,-50.51861190795898
MQH,SBMC,Minaçu Airport,Minacu,Brazil,-13.5491,-48.195301
AUX,SWGN,Araguaína Airport,Araguaina,Brazil,-7.22787,-48.240501
NVP,SWNA,Novo Aripuanã Airport,Novo Aripuana,Brazil,-5.118030071258545,-60.36489868164063
FRC,SIMK,Tenente Lund Pressoto Airport,Franca,Brazil,-20.592199,-47.3829
DOU,SSDO,Dourados Airport,Dourados,Brazil,-22.2019,-54.926601
LBR,SWLB,Lábrea Airport,Labrea,Brazil,-7.278969764709473,-64.76950073242188
ROO,SWRD,Maestro Marinho Franco Airport,Rondonopolis,Brazil,-16.586,-54.7248
GPB,SBGU,Tancredo Thomas de Faria Airport,Guarapuava,Brazil,-25.3875007629,-51.520198822
JCB,SSJA,Santa Terezinha Airport,Joacaba,Brazil,-27.1714000702,-51.5532989502
RVD,SWLC,General Leite de Castro Airport,Rio Verde,Brazil,-17.8347225189209,-50.95611190795898
AAX,SBAX,Romeu Zema Airport,Araxa,Brazil,-19.563199996948,-46.960399627686
MBZ,SWMW,Maués Airport,Maues,Brazil,-3.37217,-57.7248
RBB,SWBR,Borba Airport,Borba,Brazil,-4.4063401222229,-59.60240173339844
CIZ,SWKO,Coari Airport,Coari,Brazil,-4.134059906005859,-63.132598876953125
BAZ,SWBC,Barcelos Airport,Barcelos,Brazil,-0.981292,-62.919601
DMT,SWDM,Diamantino Airport,Diamantino,Brazil,-14.37689971923828,-56.40039825439453
GNM,SNGI,Guanambi Airport,Guanambi,Brazil,-14.208200454711914,-42.74610137939453
QDJ,DAFI,Tsletsi Airport,Djelfa,Algeria,34.6657,3.351
NZA,FNZG,Nzagi Airport,Nzagi,Angola,-7.716939926149999,21.358200073200003
LBZ,FNLK,Lucapa Airport,Lucapa,Angola,-8.445727348330001,20.7320861816
KNP,FNCP,Capanda Airport,Kapanda,Angola,-9.76937007904,15.4553194046
AMC,FTTN,Am Timan Airport,Am Timan,Chad,11.0340003967,20.2740001678
GSQ,HEOW,Shark El Oweinat International Airport,Sharq Al-Owainat,Egypt,22.5856990814209,28.71660041809082
MRB,KMRB,Eastern WV Regional Airport/Shepherd Field,Martinsburg,United States,39.40190125,-77.98459625
AWA,HALA,Awassa Airport,Awasa,Ethiopia,7.066999912261963,38.5
JIJ,HAJJ,Wilwal International Airport,Jijiga,Ethiopia,9.3325,42.9121
MKS,HAMA,Mekane Selam Airport,Mekane Selam,Ethiopia,10.7254,38.7415
DBM,HADM,Debra Marcos Airport,Debre Marqos,Ethiopia,10.350000381469728,37.71699905395508
DBT,HADT,Debre Tabor Airport,Debre Tabor,Ethiopia,11.967000007629396,38.0
QHR,HAHM,Harar Meda Airport,Debre Zeyit,Ethiopia,8.7163,39.0059
GOB,HAGB,Robe Airport,Goba,Ethiopia,7.1160634,40.0463033
MYB,FOOY,Mayumba Airport,Mayumba,Gabon,-3.4584197998046875,10.674076080322266
MRE,HKMS,Mara Serena Lodge Airstrip,Masai Mara,Kenya,-1.406111,35.008057
JJM,HKMK,Mulika Lodge Airport,Meru National Park,Kenya,0.165083006024,38.1951408386
RBX,HSMK,Rumbek Airport,Rumbek,Sudan,6.82499980927,29.6690006256
CPA,GLCP,Cape Palmas Airport,Greenville,Liberia,4.3790202140808105,-7.696949958801269
IHC,FQIA,Inhaca Airport,Inhaca,Mozambique,-25.9971446991,32.9293518066
MAX,GOSM,Ouro Sogui Airport,Matam,Senegal,15.593600273132324,-13.322799682617188
BDI,FSSB,Bird Island Airport,Bird Island,Seychelles,-3.72472,55.205299
WHF,HSSW,Wadi Halfa Airport,Wadi Halfa,Sudan,21.802698135375977,31.521577835083008
NBE,DTNH,Enfidha - Hammamet International Airport,Enfidha,Tunisia,36.075833,10.438611
HTY,LTDA,Hatay Airport,Hatay,Turkey,36.36277771,36.282222747800006
RVV,NTAV,Raivavae Airport,Raivavae,French Polynesia,-23.8852005005,-147.662002563
FUO,ZGFS,Foshan Shadi Airport,Foshan,China,23.0832996368,113.069999695
HUZ,ZGHZ,Huizhou Airport,Huizhou,China,23.0499992371,114.599998474
ILD,LEDA,Lleida-Alguaire Airport,Lleida,Spain,41.728185,0.535023
BIU,BIBD,Bildudalur Airport,Bildudalur,Iceland,65.64129638671875,-23.546199798583984
GJR,BIGJ,Gjögur Airport,Gjogur,Iceland,65.99530029296875,-21.32690048217773
SAK,BIKR,Sauðárkrókur Airport,Saudarkrokur,Iceland,65.73169708249999,-19.5727996826
IIA,EIMN,Inishmaan Aerodrome,Inishmaan,Ireland,53.09299850463867,-9.568059921264648
ULG,ZMUL,Ulgii Mongolei Airport,Olgii,Mongolia,48.9933013916,89.9225006104
KQT,UTDT,Qurghonteppa International Airport,Kurgan Tyube,Tajikistan,37.86640167236328,68.86470031738281
VGD,ULWW,Vologda Airport,Vologda,Russia,59.282501220703125,39.94440078735352
ONK,UERO,Olenyok Airport,Olenyok,Russia,68.514999,112.480003
SYS,UERS,Saskylakh Airport,Saskylakh,Russia,71.92790222168,114.08000183105
LDG,ULAL,Leshukonskoye Airport,Arkhangelsk,Russia,64.8960037231,45.7229995728
HSK,LEHC,Huesca/Pirineos Airport,Huesca,Spain,42.0760993958,-0.316666990519
CQM,LERL,Ciudad Real Central Airport,Ciudad Real,Spain,38.8563888889,-3.97
NJF,ORNI,Al Najaf International Airport,Najaf,Iraq,31.989853,44.404317
CSA,EGEY,Colonsay Airstrip,Colonsay,United Kingdom,56.0574989319,-6.243060112
RKH,KUZA,Rock Hill - York County Airport,Rock Hill,United States,34.9878006,-81.05719757
AGC,KAGC,Allegheny County Airport,Pittsburgh,United States,40.354400634765625,-79.9301986694336
VQQ,KVQQ,Cecil Airport,Jacksonville,United States,30.2187004089,-81.876701355
FTY,KFTY,Fulton County Airport Brown Field,Atlanta,United States,33.7790985107,-84.5214004517
TII,OATN,Tarin Kowt Airport,Tarin Kowt,Afghanistan,32.604198455799995,65.8657989502
ZAJ,OAZJ,Zaranj Airport,Zaranj,Afghanistan,30.972222,61.865833
CCN,OACC,Chakcharan Airport,Chaghcharan,Afghanistan,34.53300094604492,65.26699829101562
FUG,ZSFY,Fuyang Xiguan Airport,Fuyang,China,32.882157,115.734364
LCX,ZSLD,Longyan Guanzhishan Airport,Longyan,China,25.6746997833,116.747001648
BSD,ZPBS,Baoshan Yunduan Airport,Baoshan,China,25.053301,99.168297
ACX,ZUYI,Xingyi Airport,Xingyi,China,25.0863888889,104.959444444
HZH,ZUNP,Liping Airport,Liping,China,26.32217,109.1499
OSU,KOSU,The Ohio State University Airport - Don Scott Field,Columbus,United States,40.0798,-83.072998
ADS,KADS,Addison Airport,Addison,United States,32.9686012268,-96.8364028931
DSI,KDTS,Destin Executive Airport,Destin,United States,30.40010071,-86.47149658
KHE,UKOH,Kherson International Airport,Kherson,Ukraine,46.6758,32.506401
SZS,NZRC,Ryan's Creek Aerodrome,Stewart Island,New Zealand,-46.8997,168.100998
HJJ,ZGCJ,Zhijiang Airport,Zhijiang,China,27.4411111111,109.7
YQI,CYQI,Yarmouth Airport,Yarmouth,Canada,43.82690048217773,-66.08809661865234
ISO,KISO,Kinston Regional Jetport At Stallings Field,Kinston,United States,35.331401825,-77.60880279540001
FFA,KFFA,First Flight Airport,Kill Devil Hills,United States,36.0181999207,-75.67130279540001
LNJ,ZPLC,Lintsang Airfield,Lincang,China,23.7381000519,100.025001526
CKS,SBCJ,Carajás Airport,Parauapebas,Brazil,-6.11527776718,-50.0013885498
MWK,WIOM,Tarempa Airport,Anambas Islands,Indonesia,3.3481199741363525,106.25800323486328
PGU,OIBP,Persian Gulf International Airport,Khalije Fars,Iran,27.379601,52.737701
YES,OISY,Yasouj Airport,Yasuj,Iran,30.700500488281,51.545101165771
OSM,ORBM,Mosul International Airport,Mosul,Iraq,36.305801,43.1474
TJH,RJBT,Tajima Airport,Toyooka,Japan,35.51279830932617,134.78700256347656
AXJ,RJDA,Amakusa Airport,Amakusa,Japan,32.482498,130.158997
KKX,RJKI,Kikai Airport,Kikai,Japan,28.3213005066,129.927993774
AGJ,RORA,Aguni Airport,Aguni,Japan,26.5925006866,127.240997314
ULZ,ZMDN,Donoi Airport,Uliastai,Mongolia,47.7093,96.5258
UGA,ZMBN,Bulgan Airport,Bulgan,Mongolia,48.85499954223633,103.47599792480467
ULO,ZMUG,Ulaangom Airport,Ulaangom,Mongolia,50.066588,91.938273
LBX,RPLU,Lubang Airport,Lubang,Philippines,13.85540008544922,120.1050033569336
TJU,UTDK,Kulob Airport,Kulyab,Tajikistan,37.98809814453125,69.80500030517578
CMJ,RCCM,Chi Mei Airport,Cimei,Taiwan,23.2131004333,119.417999268
TAZ,UTAT,Daşoguz Airport,Dasoguz,Turkmenistan,41.761101,59.826698
BWB,YBWX,Barrow Island Airport,Barrow Island,Australia,-20.86440086364746,115.40599822998048
DRB,YDBY,Derby Airport,Derby,Australia,-17.3700008392334,123.66100311279295
WGE,YWLG,Walgett Airport,Walgett,Australia,-30.03280067443848,148.12600708007812
BRT,YBTI,Bathurst Island Airport,Bathurst Island,Australia,-11.769200325012209,130.6199951171875
DKI,YDKI,Dunk Island Airport,Dunk Island,Australia,-17.9416999817,146.13999939
LZR,YLZI,Lizard Island Airport,Lizard Island,Australia,-14.673273,145.454571
HLT,YHML,Hamilton Airport,Hamilton,Australia,-37.64889907836914,142.06500244140625
HCQ,YHLC,Halls Creek Airport,Halls Creek,Australia,-18.23390007019043,127.66999816894533
FIZ,YFTZ,Fitzroy Crossing Airport,Fitzroy Crossing,Australia,-18.181900024414062,125.55899810791016
RVT,YNRV,Ravensthorpe Airport,Ravensthorpe,Australia,-33.7971992493,120.208000183
PVU,KPVU,Provo Municipal Airport,Provo,United States,40.219200134277,-111.72299957275
SBS,KSBS,Steamboat Springs Bob Adams Field,Steamboat Springs,United States,40.5163002,-106.8659973
DTA,KDTA,Delta Municipal Airport,Delta,United States,39.3805999756,-112.508003235
PUC,KPUC,Carbon County Regional/Buck Davis Field,Price,United States,39.61389923,-110.7509995
LAM,KLAM,Los Alamos Airport,Los Alamos,United States,35.8797988892,-106.268997192
HII,KHII,Lake Havasu City Airport,Lake Havasu City,United States,34.571098,-114.358002
INW,KINW,Winslow Lindbergh Regional Airport,Winslow,United States,35.021900177,-110.722999573
DGL,KDGL,Douglas Municipal Airport,Douglas,United States,31.3425998688,-109.505996704
MZK,NGMK,Marakei Airport,Marakei,Kiribati,2.058609962463379,173.27099609375
AEA,NGTB,Abemama Atoll Airport,Abemama,Kiribati,0.4908330142498016,173.82899475097656
AAK,NGUK,Buariki Airport,Buariki,Kiribati,0.1852779984474182,173.63699340820312
KUC,NGKT,Kuria Airport,Kuria,Kiribati,0.2186110019683838,173.44200134277344
AIS,NGTR,Arorae Island Airport,Arorae,Kiribati,-2.61611008644104,176.80299377441406
TMN,NGTM,Tamana Island Airport,Tamana,Kiribati,-2.485830068588257,175.97000122070312
BEZ,NGBR,Beru Airport,Beru Island,Kiribati,-1.3547199964523315,176.0070037841797
NIG,NGNU,Nikunau Airport,Nikunau,Kiribati,-1.31444001198,176.410003662
BBG,NGTU,Butaritari Atoll Airport,Butaritari,Kiribati,3.08583,172.811005
MTK,NGMN,Makin Island Airport,Makin,Kiribati,3.3744399547576904,172.99200439453125
